,Film,Year,Rated,Released,Runtime,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
0,Monte Carlo,2011,PG,01 Jul 2011,109 min,43,5.8,"40,274",tt1067774,"$22,500,000"
0,Marty,1955,Not Rated,10 Jun 1955,90 min,N/A,7.7,"20,694",tt0048356,N/A
0,Behind the Mask: The Rise of Leslie Vernon,2006,R,13 Oct 2006,92 min,66,6.7,"20,933",tt0437857,N/A
0,Midnight in Paris,2011,PG-13,10 Jun 2011,94 min,81,7.7,"376,423",tt1605783,"$55,400,000"
0,Marley & Me,2008,PG,25 Dec 2008,115 min,53,7.1,"143,412",tt0822832,"$143,084,510"
0,Man Trouble,1992,PG-13,17 Jul 1992,100 min,N/A,4.7,"2,825",tt0104804,N/A
0,Legend,2015,R,20 Nov 2015,132 min,55,6.9,"152,324",tt3569230,"$14,146,549"
0,Starman,1984,PG,14 Dec 1984,115 min,70,7.0,"41,128",tt0088172,N/A
0,Last Tango in Paris,1972,NC-17,07 Feb 1973,129 min,77,7.0,"48,278",tt0070849,N/A
0,Lost in Translation,2003,R,03 Oct 2003,102 min,89,7.7,"398,514",tt0335266,"$44,566,004"
0,Leaving Las Vegas,1995,R,09 Feb 1996,111 min,82,7.5,"111,717",tt0113627,N/A
0,Star Trek: The Motion Picture,1979,G,08 Dec 1979,132 min,48,6.4,"79,288",tt0079945,N/A
0,Star Trek: Generations,1994,PG,18 Nov 1994,118 min,55,6.6,"74,325",tt0111280,N/A
0,Star Trek: First Contact,1996,PG-13,22 Nov 1996,111 min,71,7.6,"115,453",tt0117731,N/A
0,Star Trek: Nemesis,2002,PG-13,13 Dec 2002,116 min,51,6.4,"71,988",tt0253754,"$43,056,895"
0,Monster's Ball,2001,R,01 Mar 2002,111 min,69,7.0,"80,974",tt0285742,"$31,252,964"
0,Star Trek II: The Wrath of Khan,1982,PG,04 Jun 1982,113 min,67,7.7,"110,150",tt0084726,N/A
0,Space Milkshake,2012,Not Rated,15 Feb 2013,85 min,N/A,6.0,"1,377",tt1954843,N/A
0,Star Trek,2009,PG-13,08 May 2009,127 min,82,7.9,"569,689",tt0796366,"$257,704,099"
0,Solaris,2002,PG-13,27 Nov 2002,99 min,65,6.2,"77,794",tt0307479,"$14,780,776"
0,Serenity,2005,PG-13,30 Sep 2005,119 min,74,7.8,"278,632",tt0379786,"$25,335,935"
0,Soldier,1998,R,23 Oct 1998,99 min,N/A,6.0,"50,772",tt0120157,N/A
0,Sphere,1998,PG-13,13 Feb 1998,134 min,35,6.1,"97,311",tt0120184,N/A
0,Repo Man,1984,R,02 Mar 1984,92 min,75,6.9,"32,672",tt0087995,N/A
0,Simone,2013,Not Rated,24 Jun 2013,72 min,N/A,6.0,46,tt2916440,N/A
0,Rise of the Planet of the Apes,2011,PG-13,05 Aug 2011,105 min,68,7.6,"488,681",tt1318514,"$175,300,000"
0,Spider-Man,2002,PG-13,03 May 2002,121 min,73,7.3,"671,651",tt0145487,"$403,706,375"
0,"Poetry, Passion, the Postman: The Poetic Return of Pablo Neruda",1996,N/A,N/A,29 min,N/A,6.9,16,tt1013685,N/A
0,Dawn of the Planet of the Apes: The World of 'Dawn',2014,N/A,02 Dec 2014,15 min,N/A,8.5,6,tt5244540,N/A
0,Red Planet,2000,PG-13,10 Nov 2000,106 min,34,5.7,"54,131",tt0199753,N/A
0,The Omega Man,1971,PG,01 Aug 1971,98 min,56,6.5,"28,013",tt0067525,N/A
0,Laguna Beach: The Real Orange County,2004–2006,TV-PG,28 Sep 2004,30 min,N/A,4.8,"3,516",tt0426738,
0,Oblivion,2013,PG-13,19 Apr 2013,124 min,54,7.0,"473,697",tt1483013,"$89,021,735"
0,Paul,2011,R,18 Mar 2011,104 min,57,7.0,"229,607",tt1092026,"$37,371,385"
0,Pi,1998,R,10 Jul 1998,84 min,72,7.4,"166,458",tt0138704,N/A
0,Passengers,2016,PG-13,21 Dec 2016,116 min,41,7.0,"336,522",tt1355644,"$100,014,092"
0,Badlands,1973,PG,05 Jan 1974,94 min,93,7.8,"63,169",tt0069762,N/A
0,Assignment: The World,1959–,N/A,N/A,15 min,N/A,6.9,7,tt1419879,
0,Barton Fink,1991,R,21 Aug 1991,116 min,69,7.7,"109,491",tt0101410,N/A
0,Assassins,1995,R,06 Oct 1995,132 min,N/A,6.3,"75,979",tt0112401,N/A
0,Babel,2006,R,10 Nov 2006,143 min,69,7.4,"283,859",tt0449467,"$34,237,104"
0,Argo,2012,R,12 Oct 2012,120 min,86,7.7,"559,601",tt1024648,"$136,019,448"
0,American: The Bill Hicks Story,2009,Not Rated,08 Apr 2011,102 min,55,7.8,"4,714",tt1179947,"$90,275"
0,Arbitrage,2012,R,14 Sep 2012,107 min,73,6.6,"48,611",tt1764183,"$7,918,283"
0,Anonymous,2011,PG-13,28 Oct 2011,130 min,50,6.9,"38,807",tt1521197,"$4,463,292"
0,Apt Pupil,1998,R,23 Oct 1998,111 min,51,6.7,"35,097",tt0118636,N/A
0,American History X,1998,R,20 Nov 1998,119 min,62,8.5,"1,005,357",tt0120586,N/A
0,Arctic Blue,1993,R,N/A,95 min,N/A,5.1,782,tt0106303,N/A
0,Antitrust,2001,PG-13,12 Jan 2001,108 min,31,6.1,"28,082",tt0218817,"$10,965,209"
0,Coraline,2009,PG,06 Feb 2009,100 min,80,7.7,"189,288",tt0327597,"$75,169,351"
0,48 Hrs.,1982,R,08 Dec 1982,96 min,71,6.9,"66,938",tt0083511,N/A
0,Air Force One,1997,R,25 Jul 1997,124 min,61,6.5,"175,705",tt0118571,N/A
0,Absolute Power,1997,R,14 Feb 1997,121 min,52,6.7,"49,030",tt0118548,N/A
0,Conan the Barbarian,1982,R,14 May 1982,129 min,43,6.9,"134,342",tt0082198,N/A
0,All the President's Men,1976,PG,09 Apr 1976,138 min,84,8.0,"98,744",tt0074119,N/A
0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,09 Dec 2005,143 min,75,6.9,"356,487",tt0363771,"$291,685,219"
0,Clash of the Titans,2010,PG-13,02 Apr 2010,106 min,39,5.8,"266,023",tt0800320,"$163,100,000"
0,Christ Complex,2012,NOT RATED,06 Oct 2012,76 min,N/A,6.5,22,tt2416048,N/A
0,Beasts of the Southern Wild,2012,PG-13,05 Jul 2012,93 min,86,7.3,"79,506",tt2125435,"$12,784,397"
0,Cirque du Freak: The Vampire's Assistant,2009,PG-13,23 Oct 2009,109 min,43,5.8,"42,495",tt0450405,"$13,838,130"
0,Being John Malkovich,1999,R,03 Dec 1999,113 min,90,7.7,"301,611",tt0120601,N/A
0,Big,1988,PG,03 Jun 1988,104 min,73,7.3,"191,523",tt0094737,N/A
0,Being Human,2011–2014,TV-14,17 Jan 2011,44 min,N/A,7.5,"23,849",tt1595680,
0,Big Fish,2003,PG-13,09 Jan 2004,125 min,58,8.0,"406,074",tt0319061,"$66,257,002"
0,Butterfly Effect: The Creative Process,2004,N/A,06 Jul 2004,18 min,N/A,6.3,19,tt0464794,N/A
0,Antz,1998,PG,02 Oct 1998,83 min,72,6.5,"143,658",tt0120587,N/A
0,When a Stranger Calls,2006,PG-13,03 Feb 2006,87 min,27,5.1,"42,023",tt0455857,"$47,860,214"
0,Batman,1989,PG-13,23 Jun 1989,126 min,69,7.5,"329,552",tt0096895,N/A
0,Wind Chill,2007,R,03 Aug 2007,91 min,52,5.8,"21,423",tt0486051,N/A
0,The Rage: Carrie 2,1999,R,12 Mar 1999,104 min,42,4.7,"15,199",tt0144814,N/A
0,Timber Falls,2007,R,23 May 2008,100 min,N/A,5.2,"5,721",tt0857295,N/A
0,They,2002,PG-13,27 Nov 2002,89 min,31,4.8,"12,153",tt0283632,"$12,575,046"
0,Next Big Thing: The 2 Skinnee J's Farewell Show,2005,N/A,18 Jul 2005,120 min,N/A,8.2,8,tt0479727,N/A
0,Tremors,1990,PG-13,19 Jan 1990,96 min,65,7.1,"116,480",tt0100814,N/A
0,Taking Lives,2004,R,19 Mar 2004,103 min,38,6.3,"78,540",tt0364045,"$32,634,479"
0,Larry Crowne,2011,PG-13,01 Jul 2011,98 min,41,6.1,"61,791",tt1583420,"$35,565,975"
0,Last Chance Harvey,2008,PG-13,16 Jan 2009,93 min,57,6.6,"20,161",tt1046947,"$14,840,421"
0,Kate & Leopold,2001,PG-13,25 Dec 2001,118 min,44,6.4,"77,364",tt0035423,"$47,095,453"
0,Kill Your Darlings,2013,R,19 Sep 2013,104 min,65,6.5,"34,380",tt1311071,"$679,958"
0,Jane Eyre,2011,PG-13,22 Apr 2011,120 min,76,7.3,"78,895",tt1229822,N/A
0,Jerry Maguire,1996,R,13 Dec 1996,139 min,77,7.3,"234,615",tt0116695,N/A
0,It's a Wonderful Life,1946,Passed,07 Jan 1947,130 min,89,8.6,"384,831",tt0038650,N/A
0,It's Complicated,2009,R,25 Dec 2009,120 min,57,6.5,"84,281",tt1230414,"$112,703,470"
0,Juno,2007,PG-13,25 Dec 2007,96 min,81,7.4,"481,291",tt0467406,"$143,380,890"
0,Labor of Love,2020–,N/A,21 May 2020,N/A,N/A,3.0,108,tt12237066,
0,How to Lose Friends & Alienate People,2008,R,03 Oct 2008,110 min,35,6.4,"67,038",tt0455538,"$2,458,092"
0,I Love You Phillip Morris,2009,R,07 Jan 2011,98 min,65,6.6,"90,006",tt1045772,"$2,026,852"
0,Intolerable Cruelty,2003,PG-13,10 Oct 2003,100 min,71,6.2,"89,079",tt0138524,"$35,096,190"
0,Knocked Up,2007,R,01 Jun 2007,129 min,85,6.9,"343,267",tt0478311,"$148,734,225"
0,Hard to Kill,1990,R,09 Feb 1990,96 min,41,5.8,"26,659",tt0099739,N/A
0,Inventing the Abbotts,1997,R,04 Apr 1997,110 min,49,6.4,"11,311",tt0119381,N/A
0,High Fidelity,2000,R,31 Mar 2000,113 min,79,7.5,"164,661",tt0146882,N/A
0,Hannah and Her Sisters,1986,PG-13,14 Mar 1986,107 min,90,7.9,"64,792",tt0091167,N/A
0,It Happened One Night,1934,Approved,22 Feb 1934,105 min,87,8.1,"90,473",tt0025316,N/A
0,His Girl Friday,1940,Passed,18 Jan 1940,92 min,N/A,7.9,"51,664",tt0032599,N/A
0,He's Just Not That Into You,2009,PG-13,06 Feb 2009,129 min,47,6.4,"158,297",tt1001508,"$93,800,000"
0,Groundhog Day,1993,PG,12 Feb 1993,101 min,72,8.0,"565,244",tt0107048,N/A
0,Hall Pass,2011,R,25 Feb 2011,105 min,45,5.8,"117,950",tt0480687,"$45,045,037"
0,The Fault in Our Stars: The Stars Align,2014,N/A,16 Sep 2014,N/A,N/A,7.8,31,tt4078994,N/A
0,F. Scott Fitzgerald's 'The Great Gatsby': The Making of a Classic,2000,N/A,01 Dec 2000,N/A,N/A,5.0,11,tt0365178,N/A
0,Ghost,1990,PG-13,13 Jul 1990,127 min,52,7.0,"190,146",tt0099653,N/A
0,Garden State,2004,R,20 Aug 2004,102 min,67,7.4,"204,465",tt0333766,"$26,706,668"
0,Grand Hotel,1932,Not Rated,11 Sep 1932,112 min,N/A,7.4,"16,495",tt0022958,N/A
0,Easy A,2010,PG-13,17 Sep 2010,92 min,72,7.0,"348,160",tt1282140,"$58,401,464"
0,Date Night,2010,PG-13,09 Apr 2010,88 min,56,6.3,"149,520",tt1279935,"$98,710,290"
0,Megamind,2010,PG,05 Nov 2010,95 min,63,7.2,"221,105",tt1001526,"$148,244,405"
0,Even Cowgirls Get the Blues,1993,R,20 May 1994,95 min,28,4.4,"6,950",tt0106834,N/A
0,The Matrix: The Movie Special,1999,Approved,28 Mar 1999,30 min,N/A,7.8,69,tt0438231,N/A
0,Men in Black 3,2012,PG-13,25 May 2012,106 min,58,6.8,"327,497",tt1409024,"$179,020,854"
0,Extract,2009,R,04 Sep 2009,92 min,61,6.1,"43,911",tt1225822,"$10,642,511"
0,Next,2007,PG-13,27 Apr 2007,96 min,42,6.2,"145,493",tt0435705,"$17,993,461"
0,Men in Black,1997,PG-13,02 Jul 1997,98 min,71,7.3,"503,621",tt0119654,N/A
0,Mission to Mars,2000,PG,10 Mar 2000,114 min,34,5.7,"69,016",tt0183523,N/A
0,Edward Scissorhands,1990,PG-13,14 Dec 1990,105 min,74,7.9,"434,782",tt0099487,N/A
0,Mad Max 2: The Road Warrior,1981,R,21 May 1982,96 min,77,7.6,"162,472",tt0082694,N/A
0,Your Favorite Martian: The Series,2011–,N/A,02 Dec 2011,N/A,N/A,6.2,94,tt2141561,
0,Looper,2012,R,28 Sep 2012,113 min,84,7.4,"522,483",tt1276104,"$66,305,045"
0,Logan,2017,R,03 Mar 2017,137 min,77,8.1,"619,868",tt3315342,"$226,276,809"
0,Judge Dredd,1995,R,30 Jun 1995,96 min,N/A,5.6,"107,979",tt0113492,N/A
0,Logan's Run,1976,PG,23 Jun 1976,119 min,53,6.8,"50,342",tt0074812,N/A
0,Interstellar,2014,PG-13,07 Nov 2014,169 min,74,8.6,"1,424,440",tt0816692,"$158,737,441"
0,Surviving Gilligan's Island: The Incredibly True Story of the Longest Three Hour Tour in History,2001,N/A,14 Oct 2001,100 min,N/A,7.2,445,tt0286181,N/A
0,I Am Number Four,2011,PG-13,18 Feb 2011,111 min,36,6.1,"224,308",tt1464540,"$55,086,029"
0,Lost in Space,2018–,TV-PG,13 Apr 2018,60 min,N/A,7.3,"69,373",tt5232792,
0,"I, Robot",2004,PG-13,16 Jul 2004,115 min,59,7.1,"487,756",tt0343818,N/A
0,Ghostbusters,1984,PG,08 Jun 1984,105 min,71,7.8,"344,050",tt0087332,N/A
0,Hot Tub Time Machine,2010,R,26 Mar 2010,101 min,63,6.4,"159,298",tt1231587,"$48,925,682"
0,Her,2013,R,10 Jan 2014,126 min,90,8.0,"518,386",tt1798709,"$17,901,029"
0,Godzilla,2014,PG-13,16 May 2014,123 min,62,6.4,"368,029",tt0831387,"$172,962,996"
0,Gravity,2013,PG-13,04 Oct 2013,91 min,96,7.7,"749,518",tt1454468,"$274,084,951"
0,Time Is But a Window: Ghostbusters 2 and Beyond,2014,N/A,16 Sep 2014,17 min,N/A,6.4,5,tt4083432,N/A
0,Highlander: Endgame,2000,R,01 Sep 2000,87 min,21,4.6,"19,029",tt0144964,N/A
0,Independence Day,1996,PG-13,03 Jul 1996,145 min,59,7.0,"516,789",tt0116629,N/A
0,Gamer,2009,R,04 Sep 2009,95 min,27,5.8,"128,252",tt1034032,"$20,488,579"
0,Sweet Smell of Success,1957,Approved,04 Jul 1957,96 min,100,8.1,"26,523",tt0051036,N/A
0,Sunset Blvd.,1950,Passed,29 Sep 1950,110 min,N/A,8.4,"193,512",tt0043014,N/A
0,Gattaca,1997,PG-13,24 Oct 1997,106 min,64,7.8,"274,114",tt0119177,N/A
0,Slither,2006,R,31 Mar 2006,95 min,69,6.4,"72,340",tt0439815,"$7,774,730"
0,Shivers,1975,R,06 Jul 1976,87 min,58,6.5,"17,029",tt0073705,N/A
0,Silver Bullet,1985,R,11 Oct 1985,95 min,26,6.4,"22,891",tt0090021,N/A
0,Shining the Ball,2005,N/A,10 Jun 2005,17 min,N/A,4.3,36,tt0470918,N/A
0,Signs,2002,PG-13,02 Aug 2002,106 min,59,6.7,"329,663",tt0286106,"$227,935,522"
0,My Roommate the,2010–,N/A,01 Mar 2010,8 min,N/A,8.5,53,tt1863469,
0,Resident Evil,2002,R,15 Mar 2002,100 min,33,6.7,"241,735",tt0120804,"$39,532,308"
0,Scary Movie 2,2001,R,04 Jul 2001,83 min,29,5.3,"146,030",tt0257106,N/A
0,Serial Mom,1994,R,13 Apr 1994,95 min,64,6.8,"26,154",tt0111127,N/A
0,Silence of the Lambs,2002–,N/A,07 May 2002,N/A,N/A,7.8,11,tt2665218,
0,City of Ruins: The Halifax Explosion,2003,N/A,28 Oct 2003,60 min,N/A,6.7,6,tt0387938,N/A
0,Strangers on a Train,1951,PG,30 Jun 1951,101 min,88,8.0,"119,936",tt0044079,N/A
0,Double Indemnity,1944,Passed,06 Jul 1944,107 min,95,8.3,"137,436",tt0036775,N/A
0,Psycho,1960,R,08 Sep 1960,109 min,97,8.5,"580,762",tt0054215,N/A
0,Priest,2011,PG-13,13 May 2011,87 min,41,5.7,"112,664",tt0822847,"$29,100,000"
0,Queen of the Damned,2002,R,22 Feb 2002,101 min,30,5.3,"51,416",tt0238546,"$31,000,000"
0,Predator,1987,R,12 Jun 1987,107 min,45,7.8,"362,392",tt0093773,N/A
0,Pitch Black,2000,R,18 Feb 2000,109 min,49,7.1,"221,297",tt0134847,N/A
0,Pet Sematary II,1992,R,28 Aug 1992,100 min,35,4.9,"18,777",tt0105128,N/A
0,Orgy of the Dead,1965,Unrated,01 Jun 1965,92 min,N/A,2.9,"2,400",tt0054240,N/A
0,Pet Sematary,1989,R,21 Apr 1989,103 min,38,6.6,"91,220",tt0098084,N/A
0,Pandorum,2009,R,25 Sep 2009,108 min,28,6.7,"141,282",tt1188729,"$10,261,085"
0,Perfect Creature,2006,R,18 Oct 2007,90 min,N/A,5.4,"5,228",tt0403407,N/A
0,Nightbreed,1990,R,16 Feb 1990,102 min,40,6.6,"18,970",tt0100260,N/A
0,Peeping Tom,1960,Not Rated,01 Dec 1961,101 min,N/A,7.7,"29,733",tt0054167,N/A
0,Crazylove,2005,N/A,N/A,95 min,N/A,6.3,361,tt0416658,N/A
0,Mute Witness,1995,R,15 Sep 1995,95 min,N/A,6.7,"5,168",tt0110604,N/A
0,Revenge of the Mummy: The Ride,2004,N/A,21 May 2004,6 min,N/A,7.5,966,tt0409221,N/A
0,"Crouching Tiger, Hidden Dragon",2000,PG-13,12 Jan 2001,120 min,94,7.8,"248,295",tt0190332,N/A
0,Cruel Intentions,1999,R,05 Mar 1999,97 min,56,6.8,"175,410",tt0139134,N/A
0,The Crying Game,1992,R,19 Feb 1993,112 min,90,7.2,"49,460",tt0104036,N/A
0,Misery,1990,R,30 Nov 1990,107 min,75,7.8,"176,467",tt0100157,N/A
0,Clueless,1995,PG-13,19 Jul 1995,97 min,68,6.8,"172,678",tt0112697,N/A
0,Cinema Paradiso,1988,R,23 Feb 1990,155 min,80,8.5,"220,232",tt0095765,"$239,630"
0,The Cider House Rules: The Making of an American Classic,1999,N/A,N/A,23 min,N/A,5.5,84,tt0370414,N/A
0,Crash,2004,R,06 May 2005,112 min,66,7.8,"413,193",tt0375679,"$55,382,847"
0,"Crazy, Stupid, Love.",2011,PG-13,29 Jul 2011,118 min,68,7.4,"459,394",tt1570728,"$83,300,000"
0,Chasing Amy,1997,R,18 Apr 1997,113 min,71,7.2,"130,082",tt0118842,N/A
0,Celeste & Jesse Forever,2012,R,24 Aug 2012,92 min,59,6.6,"28,381",tt1405365,"$3,094,687"
0,Bruce Almighty,2003,PG-13,23 May 2003,101 min,46,6.8,"363,773",tt0315327,"$242,589,580"
0,Bounty Hunter: The Hard,1996,N/A,01 May 1996,60 min,N/A,5.0,7,tt6051146,N/A
0,Bonnie and Clyde,1967,R,14 Aug 1967,111 min,86,7.8,"99,575",tt0061418,N/A
0,Burning Annie,2004,N/A,08 Mar 2003,95 min,38,5.6,257,tt0307879,N/A
0,Broadcast News,1987,R,25 Dec 1987,133 min,84,7.2,"26,026",tt0092699,N/A
0,Bull Durham,1988,R,15 Jun 1988,108 min,73,7.1,"45,793",tt0094812,N/A
0,Broken Embraces,2009,R,15 Jan 2010,127 min,76,7.2,"37,315",tt0913425,"$4,900,000"
0,"Bodies, Rest & Motion",1993,R,09 Apr 1993,95 min,N/A,5.7,"2,137",tt0106447,N/A
0,Body of Evidence,1992,R,15 Jan 1993,99 min,29,4.5,"13,732",tt0106453,N/A
0,Blue Valentine,2010,R,28 Jan 2011,112 min,81,7.4,"179,610",tt1120985,"$9,600,000"
0,Benny & Joon,1993,PG,23 Apr 1993,98 min,57,7.2,"53,594",tt0106387,N/A
0,Birdman,1967–1987,TV-G,09 Sep 1967,30 min,N/A,6.8,832,tt0061237,
0,Birthday Girl,2001,R,01 Feb 2002,93 min,51,6.1,"23,959",tt0188453,"$4,919,896"
0,Bodyguard,2018–,TV-MA,26 Aug 2018,60 min,N/A,8.1,"83,514",tt7493974,
0,Beginners,2010,R,09 Jun 2011,105 min,81,7.2,"85,878",tt1532503,"$5,764,842"
0,Belle,2013,PG,13 Jun 2014,100 min,64,7.3,"27,285",tt2404181,"$8,792,708"
0,A Portrait of an Artist: The Making of 'Get Rich or Die Tryin',2006,N/A,28 Mar 2006,29 min,N/A,7.0,51,tt0811024,N/A
0,As Good as It Gets,1997,PG-13,25 Dec 1997,139 min,67,7.7,"268,254",tt0119822,N/A
0,G.I. Joe: The Rise of Cobra,2009,PG-13,07 Aug 2009,118 min,32,5.8,"196,262",tt1046173,"$150,167,630"
0,Angel Eyes,2001,R,18 May 2001,102 min,39,5.6,"22,124",tt0225071,N/A
0,Annie Hall,1977,PG,20 Apr 1977,93 min,92,8.0,"246,741",tt0075686,N/A
0,Autumn in New York,2000,PG-13,11 Aug 2000,103 min,24,5.7,"24,293",tt0174480,N/A
0,Escape from L.A.,1996,R,09 Aug 1996,101 min,54,5.8,"67,869",tt0116225,N/A
0,Escape from New York,1981,R,10 Jul 1981,99 min,76,7.2,"121,061",tt0082340,N/A
0,Eternal Sunshine of the Spotless Mind,2004,R,19 Mar 2004,108 min,89,8.3,"880,215",tt0338013,"$34,126,138"
0,E.T. the Extra-Terrestrial,1982,PG,11 Jun 1982,115 min,91,7.8,"358,478",tt0083866,N/A
0,Dark Star,1974,G,09 Feb 1979,83 min,66,6.3,"21,554",tt0069945,N/A
0,Fantastic Four,2005,PG-13,08 Jul 2005,106 min,40,5.7,"306,728",tt0120667,"$154,485,963"
0,Freaked,1993,PG-13,31 Mar 1994,80 min,N/A,6.4,"6,150",tt0109838,N/A
0,Darkman,1990,R,24 Aug 1990,96 min,65,6.4,"56,589",tt0099365,N/A
0,Dune,1984,PG-13,14 Dec 1984,137 min,40,6.5,"119,802",tt0087182,N/A
0,Cowboys & Aliens,2011,PG-13,29 Jul 2011,119 min,50,6.0,"203,646",tt0409847,"$100,215,116"
0,Chronicle,2012,PG-13,03 Feb 2012,84 min,69,7.0,"236,421",tt1706593,"$60,800,000"
0,eXistenZ,1999,R,23 Apr 1999,97 min,68,6.8,"91,724",tt0120907,N/A
0,Brazil,1985,R,18 Dec 1985,132 min,84,7.9,"183,229",tt0088846,N/A
0,Battle Los Angeles,2011,PG-13,11 Mar 2011,116 min,37,5.7,"172,012",tt1217613,"$83,537,651"
0,Blade Runner,1982,R,25 Jun 1982,117 min,84,8.1,"671,833",tt0083658,N/A
0,Black Panther,2018,PG-13,16 Feb 2018,134 min,88,7.3,"587,388",tt1825683,"$501,105,037"
0,Little Nicky,2000,PG-13,10 Nov 2000,90 min,38,5.3,"95,788",tt0185431,"$38,542,597"
0,Arcade,1993,R,30 Mar 1994,85 min,N/A,4.7,"1,442",tt0106302,N/A
0,Leviathan,2014,R,05 Feb 2015,140 min,92,7.6,"47,377",tt2802154,"$754,393"
0,Legion,2010,R,22 Jan 2010,100 min,32,5.2,"97,302",tt1038686,"$40,168,080"
0,Avatar,2009,PG-13,18 Dec 2009,162 min,83,7.8,"1,095,138",tt0499549,"$749,700,000"
0,Jurassic Park III,2001,PG-13,18 Jul 2001,92 min,42,5.9,"288,763",tt0163025,N/A
0,The Making of 'Jurassic Park: The Lost World',1997,N/A,N/A,13 min,N/A,7.1,52,tt0369690,N/A
0,Jennifer's Body,2009,R,18 Sep 2009,102 min,47,5.2,"111,913",tt1131734,"$16,031,583"
0,Lake Placid,1999,R,16 Jul 1999,82 min,34,5.7,"53,156",tt0139414,N/A
0,Jaws 2,1978,PG,16 Jun 1978,116 min,51,5.8,"68,798",tt0077766,N/A
0,Jaws,1975,PG,20 Jun 1975,124 min,87,8.0,"531,727",tt0073195,N/A
0,Armageddon,1998,PG-13,01 Jul 1998,151 min,42,6.7,"387,888",tt0120591,N/A
0,Land of the Dead,2005,R,24 Jun 2005,93 min,71,6.2,"90,019",tt0418819,"$20,433,940"
0,Jurassic Park,1993,PG-13,11 Jun 1993,127 min,68,8.1,"836,515",tt0107290,"$45,299,680"
0,Insidious,2010,PG-13,01 Apr 2011,103 min,52,6.8,"269,122",tt1591095,"$53,700,000"
0,Interview with the Vampire: The Vampire Chronicles,1994,R,11 Nov 1994,123 min,59,7.6,"287,024",tt0110148,N/A
0,It,2017,R,08 Sep 2017,135 min,69,7.3,"436,909",tt1396484,"$326,898,358"
0,Jason X,2001,R,26 Apr 2002,91 min,25,4.4,"48,982",tt0211443,"$12,610,731"
0,House of 1000 Corpses,2003,R,11 Apr 2003,89 min,31,6.1,"74,271",tt0251736,"$12,583,510"
0,Hollow Man,2000,R,04 Aug 2000,112 min,24,5.8,"121,015",tt0164052,"$72,055,301"
0,I Spit on Your Grave,2010,R,20 Jan 2011,108 min,27,6.3,"73,601",tt1242432,"$92,401"
0,Heavy Metal,1981,R,07 Aug 1981,86 min,51,6.7,"30,539",tt0082509,N/A
0,Hellboy,2004,PG-13,02 Apr 2004,122 min,72,6.8,"301,177",tt0167190,"$59,035,104"
0,Hellraiser,1987,R,18 Sep 1987,94 min,57,7.0,"99,356",tt0093177,N/A
0,Hellraiser: Hellseeker,2002,R,15 Oct 2002,89 min,46,5.0,"10,764",tt0274546,N/A
0,Hellbound: Hellraiser II,1988,R,23 Dec 1988,97 min,41,6.5,"40,301",tt0095294,N/A
0,Grabbers,2012,Not Rated,10 Aug 2012,94 min,62,6.3,"16,540",tt1525366,N/A
0,Gremlins 2: The New Batch,1990,PG-13,15 Jun 1990,106 min,N/A,6.4,"89,769",tt0099700,N/A
0,Gremlins,1984,PG,08 Jun 1984,106 min,70,7.3,"190,722",tt0087363,N/A
0,Halloween: The Curse of Michael Myers,1995,R,29 Sep 1995,87 min,10,4.9,"30,004",tt0113253,N/A
0,Ginger Snaps,2000,Not Rated,11 May 2001,108 min,70,6.8,"40,534",tt0210070,N/A
0,Halloween,1978,R,27 Oct 1978,91 min,87,7.8,"220,388",tt0077651,N/A
0,From Dusk Till Dawn,1996,R,19 Jan 1996,108 min,48,7.2,"278,873",tt0116367,N/A
0,Heavenly Creatures,1994,R,14 Oct 1994,99 min,N/A,7.3,"57,795",tt0110005,N/A
0,Ghost Ship,2002,R,25 Oct 2002,91 min,28,5.5,"91,186",tt0288477,"$30,100,000"
0,Hannibal,2001,R,09 Feb 2001,131 min,57,6.8,"247,645",tt0212985,"$163,877,858"
0,Amour,2012,PG-13,20 Sep 2012,127 min,94,7.9,"90,346",tt1602620,"$6,700,000"
0,Almost Famous,2000,R,22 Sep 2000,122 min,90,7.9,"244,995",tt0181875,"$31,716,715"
0,10 Things I Hate About You,1999,PG-13,31 Mar 1999,97 min,70,7.3,"286,162",tt0147800,N/A
0,17 Again,2009,PG-13,17 Apr 2009,102 min,48,6.3,"175,034",tt0974661,"$64,087,443"
0,Airplane!,1980,PG,02 Jul 1980,88 min,78,7.7,"204,730",tt0080339,N/A
0,Alien Nation,1988,R,07 Oct 1988,91 min,45,6.3,"13,735",tt0094631,N/A
0,500 Days of Summer,2009,PG-13,07 Aug 2009,95 min,76,7.7,"461,195",tt1022603,"$32,118,648"
0,2001: A Space Odyssey,1968,G,12 May 1968,149 min,84,8.3,"581,882",tt0062622,"$135,620"
0,Quantum Project,2000,N/A,05 May 2000,40 min,N/A,5.9,39,tt0239860,N/A
0,12 Monkeys,1995,R,05 Jan 1996,129 min,74,8.0,"565,400",tt0114746,N/A
0,9,2009,PG-13,09 Sep 2009,79 min,60,7.1,"130,452",tt0472033,"$31,691,649"
0,My Mother Dreams the Satan's Disciples in New York,1998,N/A,01 Oct 1998,30 min,N/A,7.2,108,tt0177023,N/A
0,Wild Things: Diamonds in the Rough,2005,R,19 Feb 2005,87 min,N/A,4.5,"4,528",tt0448179,N/A
